"","IndividualId","Column0","Organism.Age","Organism.Gestational.age","Organism.Height","Organism.Ontogeny.factor..alpha1.acid.glycoprotein.","Organism.Ontogeny.factor..albumin.","Organism.Hematocrit","Organism.MeanBW","Organism.MeanHeight","Organism.VenousBlood.Volume","Organism.ArterialBlood.Volume","Organism.Bone.Specific.blood.flow.rate","Organism.Bone.Volume","Organism.Brain.Volume","Organism.Brain.Specific.blood.flow.rate","Organism.Fat.Volume","Organism.Fat.Vf..lipid.","Organism.Fat.Vf..neutral.lipid..PT","Organism.Fat.Vf..phospholipid..PT","Organism.Fat.Fraction.interstitial","Organism.Fat.Vf..water.","Organism.Fat.Vf..water..PT","Organism.Fat.Vf..neutral.lipid..RR","Organism.Fat.Vf..neutral.lipid..WS","Organism.Fat.Vf..neutral.phospholipid..RR","Organism.Fat.Vf..neutral.phospholipid..plasma..WS","Organism.Fat.Vf..extracellular.water..RR","Organism.Fat.Vf..intracellular.water..RR","Organism.Fat.Vf..water..WS","Organism.Fat.Specific.blood.flow.rate","Organism.Gonads.Volume","Organism.Gonads.Specific.blood.flow.rate","Organism.Heart.Volume","Organism.Heart.Specific.blood.flow.rate","Organism.Kidney.Volume","Organism.Kidney.Age.of.aging.onset","Organism.Kidney.Aging.half.time","Organism.Kidney.GFRmat","Organism.Kidney.Hill.coefficient.for.aging.GFR","Organism.Kidney.Hill.coefficient.for.GFR","Organism.Kidney.Maximal.decreasing.rate.factor","Organism.Kidney.TM50.for.GFR","Organism.Kidney.Specific.blood.flow.rate","Organism.Lumen.Effective.surface.area.variability.factor","Organism.Lumen.Stomach.Distal.radius","Organism.Lumen.Stomach.Gastric.emptying.time","Organism.Lumen.Stomach.GET_alpha..Weibull.function..variability.factor","Organism.Lumen.Stomach.GET_beta..Weibull.function..variability.factor","Organism.Lumen.Stomach.Length","Organism.Lumen.Stomach.Proximal.radius","Organism.Lumen.Duodenum.Effective.surface.area.enhancement.factor","Organism.Lumen.UpperJejunum.Effective.surface.area.enhancement.factor","Organism.Lumen.LowerJejunum.Effective.surface.area.enhancement.factor","Organism.Lumen.UpperIleum.Effective.surface.area.enhancement.factor","Organism.Lumen.LowerIleum.Effective.surface.area.enhancement.factor","Organism.Lumen.Caecum.Effective.surface.area.enhancement.factor","Organism.Lumen.ColonAscendens.Effective.surface.area.enhancement.factor","Organism.Lumen.ColonTransversum.Effective.surface.area.enhancement.factor","Organism.Lumen.ColonDescendens.Effective.surface.area.enhancement.factor","Organism.Lumen.ColonSigmoid.Effective.surface.area.enhancement.factor","Organism.Lumen.Rectum.Effective.surface.area.enhancement.factor","Organism.Stomach.Volume","Organism.Stomach.Specific.blood.flow.rate","Organism.SmallIntestine.Small.intestinal.transit.time","Organism.SmallIntestine.Volume","Organism.SmallIntestine.Specific.blood.flow.rate","Organism.LargeIntestine.Large.intestinal.transit.time","Organism.LargeIntestine.Volume","Organism.LargeIntestine.Specific.blood.flow.rate","Organism.Liver.Volume","Organism.Liver.Specific.blood.flow.rate","Organism.Lung.Volume","Organism.Lung.Fraction.vascular","Organism.Muscle.Volume","Organism.Muscle.Vf..lipid.","Organism.Muscle.Vf..neutral.lipid..PT","Organism.Muscle.Vf..phospholipid..PT","Organism.Muscle.Vf..protein.","Organism.Muscle.Vf..water.","Organism.Muscle.Vf..water..PT","Organism.Muscle.Fraction.interstitial","Organism.Muscle.Vf..neutral.lipid..RR","Organism.Muscle.Vf..neutral.lipid..WS","Organism.Muscle.Vf..neutral.phospholipid..RR","Organism.Muscle.Vf..neutral.phospholipid..plasma..WS","Organism.Muscle.Vf..extracellular.water..RR","Organism.Muscle.Vf..protein..WS","Organism.Muscle.Vf..intracellular.water..RR","Organism.Muscle.Vf..water..WS","Organism.Muscle.Specific.blood.flow.rate","Organism.Pancreas.Volume","Organism.Pancreas.Specific.blood.flow.rate","Organism.PortalVein.Volume","Organism.Skin.Volume","Organism.Skin.Specific.blood.flow.rate","Organism.Spleen.Volume","Organism.Spleen.Specific.blood.flow.rate","Liver Enzyme|Reference concentration"
"158",158,"158","12","40","15.3013","1.00085119044009","1","0.4","41","14.8666666666667","0.505791763406259","0.219898092978635","0.042528","6.94926622251662","1.28747491041703","0.56199","10.6544476537902","0.724","0.71495","0.00181","0.226","0.226","0.2712","0.771965","0.8326","0.001448","0.00183172","0.2034","0.01356","0.0452","0.0315516","0.00501048305826604","0.209208","0.236086329461522","1.0598808","0.283542403467107","30","59","0.11704","1.5","15","0.9","44.4","3.0554316","1.00000000260982","0.45603","15.0000000391473","1.00000002079922","0.999999963215789","1.82416666666667","0.45603","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.114288692588166","0.470706","126.000000328837","0.493008499785693","1.130868","2505","0.284114839873809","0.8324808","1.34961313684666","0.259356","0.530805311507936","0.53","16.1260920764908","0.013","0.0238","0.0072","0.177","0.811","0.76","0.216","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.033732","0.11188891887004","0.521208","0.544242467791114","1.46674922262573","0.21324","0.137678955181007","0.990144",0.2075
"159",159,"159","95","40","12.9705","0.986596986265264","1","0.41","49.4511813048365","14.8932974268969","0.537156387808288","0.233508138510644","0.032332","4.88581855695356","1.13388577666718","0.432932842120255","35.5978337324931","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00448326703323843","0.08968","0.381303491384623","1.07813934022479","0.273281129643755","30","59","0.11704","1.5","15","0.9","44.4","1.36185505024848","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.147337261726007","0.182091442041089","126.000000328837","0.626905721415031","0.471265743543922","2652","0.37603550635799","0.357042043217821","1.14781173498558","0.15323672474656","0.61073525825838","0.53","8.53944128874053","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.113090701842265","0.23714738813763","0.578025145302372","2.34513020041099","0.10856","0.0682168951526436","1.00557421323571",0.2075
"160",160,"160","72","40","15.9229","0.990569479087365","1","0.41","60.9576975751853","15.461575862775","0.739729374442944","0.32161156224538","0.032332","8.10898345501025","1.27835404662206","0.464296890870088","35.4668892442565","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00528117628098909","0.08968","0.41155054374324","0.969867865059097","0.364865305542298","30","59","0.11704","1.5","15","0.9","44.4","1.91741280343293","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.167073132144025","0.246089695075008","126.000000328837","0.710419694401307","0.636897823577295","2652","0.426146675384524","0.482528813872565","1.53091033123835","0.175439400125693","0.933117660096093","0.53","16.1975873646394","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.148532474801849","0.276892182168786","0.796040759262027","2.95260366672503","0.10856","0.140303838564087","0.746638750508827",0.2075
"161",161,"161","2","40","9.3029","0.981891241629707","1","0.36","12.25","8.425","0.148764230481429","0.0646717096417967","0.047455","2.13506245715354","1.05296696940176","0.972545","7.10245448838842","0.6","0.5925","0.0015","0.35","0.34999999999625","0.4199999999955","0.63975","0.69","0.0012","0.001518","0.314999999996625","0.020999999999775","0.06999999999925","0.020587","0.00142779546122086","0.257056","0.0840673487017875","0.8454575","0.127962370763529","30","59","0.11704","1.5","15","0.9","44.4","2.55177","1.00000000260982","0.2584375","15.0000000391473","1.00000002079922","0.999999963215789","1.03374","0.2584375","266.346353","407.668807","339.371578","237.284957","133.37415","1.638","2.275","2.275","2.275","2.275","3.2396","0.034855723296236","0.5266005","126.000000328837","0.149385053893724","1.237539","2394","0.0849120195398654","0.859265","0.5860954642266","0.199748","0.223910163889868","0.53","4.05371205100617","0.013","0.0238","0.0072","0.233730769230769","0.818509258947625","0.767037036745","0.31","0.022","0.0049","0.0078","0.0042","0.079731481451125","0.250897435897436","0.67216666641075","0.767037036745","0.032426","0.0364782569008166","0.486523","0.160086835759246","0.599745445631578","0.170132","0.0534416777429335","0.8474665",0.2075
"162",162,"162","85","40","15.1611","0.987650508328693","1","0.41","54.9109978080527","15.0810970581867","0.665182001108505","0.289191148824144","0.032332","6.87274102826435","1.20550309281763","0.446569385054965","24.5613089139981","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00512242148043904","0.08968","0.424208895654158","1.07813934022479","0.318505716211891","30","59","0.11704","1.5","15","0.9","44.4","1.67054626019346","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.164040093539452","0.211388412729323","126.000000328837","0.697475811913866","0.547088410003228","2652","0.418482772315618","0.414487083782987","1.38537686835909","0.162890061867922","0.776275002532132","0.53","12.9456405276762","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.130470597116046","0.265616917692295","0.715861067010063","2.51845198446322","0.10856","0.106162116838113","0.856114933656654",0.2075
"163",163,"163","23","40","16.9243","1.00082002297364","1","0.41","56.7333333333333","16.2066666666667","0.699192828090899","0.304006168190583","0.0334697333333333","9.47301984657648","1.35508352960611","0.521555333333333","13.7319284402403","0.767333333333333","0.757741666666667","0.00191833333333333","0.188","0.182666666666667","0.2192","0.818169166666667","0.882433333333333","0.00153466666666667","0.00194135333333333","0.1644","0.01096","0.0365333333333333","0.0276990666666667","0.0106182137437218","0.123905333333333","0.316240465144688","0.950889066666667","0.387089792537172","30","59","0.11704","1.5","15","0.9","44.4","2.77254493333333","1.00000000260982","0.497139333333333","15.0000000391473","1.00000002079922","0.999999963215789","1.98856666666667","0.497139333333333","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.155842168369414","0.387288","126.000000328837","0.665136823358697","0.996751533333333","2583.4","0.392616376739393","0.7702426","1.86338214488664","0.207583333333333","0.821186740384918","0.53","21.0369301770316","0.013","0.0238","0.0072","0.177","0.811","0.76","0.169333333333333","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.0331894666666667","0.159604913336519","0.378769333333333","0.752404283542818","2.38627733375771","0.125728666666667","0.189439764903366","0.803882266666667",0.2075
"164",164,"164","49","40","17.0388","0.995733811968094","1","0.41","65.0404700887337","16.0060581046211","0.817075966265847","0.355189354140257","0.032332","9.85653081133019","1.34822350282645","0.495660939619921","47.3814279803627","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00756480033580634","0.08968","0.371818205864001","0.884271028401749","0.420942308420716","30","59","0.11704","1.5","15","0.9","44.4","2.38524281683529","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.171275201673165","0.347935147632709","126.000000328837","0.728471938017932","0.900481177018706","2652","0.437037290143092","0.682225779671979","1.9819340689478","0.197642075504825","1.02118974179954","0.53","24.638127282359","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.172552966086379","0.345660600452521","0.879229222000033","3.54076970822297","0.10856","0.170638975430612","0.891131901414828",0.2075
"165",165,"165","7","40","12.6865","0.993956791115836","1","0.4","24.2","12.06","0.353485725971399","0.153653990414209","0.05478","4.21682455706957","1.24996086613806","0.6739964","14.4744970310568","0.648","0.6399","0.00162","0.302","0.302","0.3624","0.69093","0.7452","0.001296","0.00163944","0.2718","0.01812","0.0604","0.0331328","0.00322885540312247","0.265728","0.146592230408225","1.1637908","0.211456325567737","30","59","0.11704","1.5","15","0.9","44.4","3.432852","1.00000000260982","0.36994","15.0000000391473","1.00000002079922","0.999999963215789","1.47976","0.36994","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.0776341209935135","0.5502172","126.000000328837","0.33732858399422","1.2658416","2505","0.187817222252318","0.914876","0.975637475603453","0.285532","0.374387317147539","0.53","10.2202219206485","0.013","0.0238","0.0072","0.177","0.811","0.76","0.264","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.0330224","0.0661403731415844","0.6476088","0.380404854327534","0.978033302171349","0.253748","0.0926956940418981","1.1687756",0.2075
"166",166,"166","1","40","7.3476","0.961028865539045","0.989242619210586","0.36","10","7.6","0.0930414825396747","0.0404541701337729","0.04344","1.2917231247335","0.990571325087241","0.7059","2.44066966459303","0.6","0.5925","0.0015","0.35","0.349999999995","0.419999999994","0.63975","0.69","0.0012","0.001518","0.3149999999955","0.0209999999997","0.069999999999","0.01632","0.000941840713116903","0.248448","0.0645684048315863","0.723504","0.100869970647964","30","59","0.11704","1.5","15","0.9","44.4","2.21712","1.00000000260982","0.23313","15.0000000391473","1.00000002079922","0.999999963215789","0.93252","0.23313","266.346353","407.668807","339.371578","237.284957","133.37415","1.638","2.275","2.275","2.275","2.275","3.2396","0.0229834581363168","0.50898","126.000000328837","0.0968278469621002","1.20744","2357","0.0569654320826925","0.8211","0.437045983302702","0.171924","0.175828120483521","0.53","2.04300941835321","0.013","0.0238","0.0072","0.252641025641026","0.8210123452635","0.76938271566","0.32","0.022","0.0049","0.0078","0.0042","0.0799753086015","0.271196581196581","0.674222221881","0.76938271566","0.0324","0.0277940025189816","0.420648","0.100121882855053","0.375848724945061","0.143316","0.0407351152637416","0.72888",0.2075
"167",167,"167","78","40","15.5198","0.989222261814132","1","0.41","57.3214061763888","15.2395934126285","0.695981300785212","0.302547932901475","0.032332","7.41291354853984","1.25072201167994","0.456114965109262","26.5325770516073","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00520469405612615","0.08968","0.416465641943198","1.05107147143337","0.337907351868126","30","59","0.11704","1.5","15","0.9","44.4","1.83946972458922","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.16564039292581","0.230161163494919","126.000000328837","0.704208787955783","0.595673638659481","2652","0.422467532981471","0.451296399009645","1.46413957669729","0.169647397852875","0.834584499008985","0.53","14.2888821634901","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.137109667307613","0.278140881512548","0.748911683631439","2.64832741757048","0.10856","0.131409129601637","0.738754506838724",0.2075
"168",168,"168","58","40","14.4524","0.993712986058244","1","0.41","65.4807765200245","15.8671973476569","0.724056859593809","0.314788572698643","0.032332","7.01614773769168","1.32178129996754","0.483388050978682","22.6580684898798","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00514367912709095","0.08968","0.348155608097268","0.946534604325929","0.361062018214773","30","59","0.11704","1.5","15","0.9","44.4","2.19424648373821","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.152344483208152","0.305911937297858","126.000000328837","0.647769127603991","0.791722087395551","2652","0.388594049912816","0.599827328035015","1.60935468329994","0.188954072095599","0.896776201303516","0.53","16.1038786362138","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.148995790769808","0.312671517463225","0.779149785808266","2.47816338912482","0.10856","0.145769900738021","0.814041950020592",0.2075
"169",169,"169","19","40","15.9034","1.00128860753","1","0.41","54.8666666666667","16.1533333333333","0.633994566229673","0.275931933955891","0.0341198666666667","8.17260714093758","1.35092124978073","0.521552666666667","5.25396782596835","0.748666666666667","0.739308333333333","0.00187166666666667","0.204","0.201333333333333","0.2416","0.798265833333333","0.860966666666667","0.00149733333333333","0.00189412666666667","0.1812","0.01208","0.0402666666666667","0.0287265333333333","0.00853762458424485","0.143462666666667","0.285090291882751","0.980920533333333","0.346279248197468","30","59","0.11704","1.5","15","0.9","44.4","2.76914946666667","1.00000000260982","0.495504666666667","15.0000000391473","1.00000002079922","0.999999963215789","1.98203333333333","0.495504666666667","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.141697125025645","0.402264","126.000000328837","0.602534811106747","1.03232326666667","2544.2","0.352568039523231","0.8058098","1.53413195061255","0.211236666666667","0.67191491414236","0.53","15.8864455419119","0.013","0.0238","0.0072","0.177","0.811","0.76","0.174666666666667","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.0334097333333333","0.142677512711392","0.396294666666667","0.682128251532228","1.78398409739078","0.135539333333333","0.174587821040705","0.801796133333333",0.2075
"170",170,"170","92","40","15.7315","0.986596986265264","1","0.41","52.0080844655239","14.955275883035","0.653284052913473","0.284021109015221","0.032332","7.24588327476222","1.1553608919239","0.437023805000668","57.8103384855488","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00523223093340936","0.08968","0.444791444121659","1.07813934022479","0.31873379101104","30","59","0.11704","1.5","15","0.9","44.4","1.46130431334676","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.16976268481157","0.19159168031069","126.000000328837","0.722052391800464","0.495853043209317","2652","0.433214364015822","0.37566996139351","1.36288800255087","0.156132725882969","0.751276083398672","0.53","13.2353973347547","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.131924110477198","0.246464987709524","0.702989692141381","3.28877633468456","0.10856","0.0840737774918397","0.987891750313056",0.2075
"171",171,"171","89","40","14.2421","0.98675236347987","1","0.41","53.9523488197296","15.0134952946724","0.627973204263915","0.273013081592606","0.032332","5.98904036119916","1.17667835106378","0.441114767881081","21.2408416578595","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00488753679090545","0.08968","0.412923283239083","1.07813934022479","0.298689192574687","30","59","0.11704","1.5","15","0.9","44.4","1.55619230970184","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.157059226838678","0.200617820538204","126.000000328837","0.667697656562415","0.51921334305631","2652","0.400614069954045","0.393368275565106","1.29000183508099","0.159028727019377","0.727195827925082","0.53","11.173100827804","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.123425407385222","0.255264760144422","0.675778431353811","2.27585271237774","0.10856","0.0852274071038745","0.952105740089692",0.2075
"172",172,"172","91","40","15.6751","0.986596986265264","1","0.41","52.8603855190863","14.9759353684144","0.662263735408007","0.28791331179591","0.032332","7.21283876431074","1.16242592970673","0.438387459294139","29.9246322116095","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00523509070048468","0.08968","0.444702698096879","1.07813934022479","0.318603194878477","30","59","0.11704","1.5","15","0.9","44.4","1.49445406771285","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.169103272984967","0.194758426400557","126.000000328837","0.719032147452181","0.504048809764448","2652","0.431320904429985","0.381879267452073","1.36765262095592","0.157098059595105","0.763161095234989","0.53","13.2899507735107","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.131956771882462","0.249570854233489","0.712665994845284","2.71101147393796","0.10856","0.0855302582734751","0.981997596005504",0.2075
"173",173,"173","42","40","16.8068","0.997305565453533","1","0.41","63.6815669246154","16.0686268580976","0.794801323925045","0.34549917753102","0.032332","9.67646649247545","1.35173538787136","0.505206519674218","32.587917449631","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.0121317124816729","0.08968","0.355451662356853","0.908493103942771","0.416248516426703","30","59","0.11704","1.5","15","0.9","44.4","2.58602607383845","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.169050766719069","0.361635019903835","126.000000328837","0.718973006844014","0.935937431414517","2652","0.431273519829545","0.709088274321245","1.96622826362528","0.204399411489779","0.996026196632767","0.53","25.1769374504675","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.174994920294955","0.349587641846622","0.855265859420334","3.19827125842819","0.10856","0.172727127288229","0.903028376396545",0.2075
"174",174,"174","92","40","14.7751","0.986596986265264","1","0.41","52.0080844655239","14.955275883035","0.623242279116098","0.270947257085086","0.032332","6.39154396563555","1.15528793843783","0.437023805000668","35.5386745682312","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00499189882074551","0.08968","0.424279510173397","1.07813934022479","0.303997981687333","30","59","0.11704","1.5","15","0.9","44.4","1.46130431334676","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.161967444665499","0.19159168031069","126.000000328837","0.688793197586971","0.495853043209317","2652","0.413218603030116","0.37566996139351","1.29983521403914","0.156132725882969","0.716663983647679","0.53","11.6578355028871","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.125851182807736","0.246464987709524","0.67072103419152","2.67190582035392","0.10856","0.0802433270909355","0.987891750313056",0.2075
"175",175,"175","53","40","16.1472","0.994835667119272","1","0.41","65.3269156401212","15.9483988249134","0.786543833639231","0.341999291909587","0.032332","8.8089391051394","1.33775621574845","0.490206322446037","18.8269728650438","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00623492237977232","0.08968","0.365106988740451","0.905457184057154","0.398627533191745","30","59","0.11704","1.5","15","0.9","44.4","2.29569211540575","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.164885858094227","0.330953240875789","126.000000328837","0.700578598127302","0.856530781410397","2652","0.420430854801778","0.648927923285861","1.81915781396112","0.19378074065628","0.97158709735806","0.53","20.7536503520471","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.163660408133084","0.332939065635633","0.846455858788838","2.72642635761489","0.10856","0.16098584910052","0.861160984375765",0.2075
"176",176,"176","67","40","15.0148","0.991692160148393","1","0.41","63.181552557278","15.625314036003","0.725788608177852","0.315524713866849","0.032332","7.37701447794216","1.295942006786","0.471115162337443","32.0945692657718","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00504597851004559","0.08968","0.381598684853433","0.948849669117403","0.359746220300147","30","59","0.11704","1.5","15","0.9","44.4","2.00647615012128","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.158592059279742","0.264748068681199","126.000000328837","0.674624195991246","0.685187035921814","2652","0.404619637768423","0.519113860159213","1.5224076642878","0.180266068686374","0.920118007244113","0.53","15.4539170828618","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.147290807498908","0.284902513796218","0.78102354767854","2.74210815864935","0.10856","0.140068615565641","0.763045083096093",0.2075
"177",177,"177","23","40","15.1804","1.00082002297364","1","0.41","56.7333333333333","16.2066666666667","0.644564386407719","0.280212010912788","0.0334697333333333","7.62222632218979","1.3556124281228","0.521555333333333","14.6666238067508","0.767333333333333","0.757741666666667","0.00191833333333333","0.188","0.182666666666667","0.2192","0.818169166666667","0.882433333333333","0.00153466666666667","0.00194135333333333","0.1644","0.01096","0.0365333333333333","0.0276990666666667","0.00978660213452148","0.123905333333333","0.292188627292944","0.950889066666667","0.357807950018698","30","59","0.11704","1.5","15","0.9","44.4","2.77254493333333","1.00000000260982","0.497139333333333","15.0000000391473","1.00000002079922","0.999999963215789","1.98856666666667","0.497139333333333","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.143694002946735","0.387288","126.000000328837","0.613800773922481","0.996751533333333","2583.4","0.362258580563632","0.7702426","1.7410804061051","0.207583333333333","0.761996907356147","0.53","17.3083142355274","0.013","0.0238","0.0072","0.177","0.811","0.76","0.169333333333333","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.0331894666666667","0.14727753587129","0.378769333333333","0.693605631525831","2.12371690535315","0.125728666666667","0.175233227658781","0.803882266666667",0.2075
"178",178,"178","95","40","15.1545","0.986596986265264","1","0.41","49.4511813048365","14.8932974268969","0.60359134018574","0.262414468137993","0.032332","6.66948950890847","1.13359285467838","0.432932842120255","26.6788088577067","0.8","0.79","0.002","0.16","0.15","0.18","0.853","0.92","0.0016","0.002024","0.135","0.00899999999999998","0.03","0.025901","0.00503835234852188","0.08968","0.428017609729687","1.07813934022479","0.306717012543913","30","59","0.11704","1.5","15","0.9","44.4","1.36185505024848","1.00000000260982","0.5","15.0000000391473","1.00000002079922","0.999999963215789","2","0.5","292.6883","447.9877","372.9358","260.7527","146.565","1.8","2.5","2.5","2.5","2.5","3.56","0.165548850738945","0.182091442041089","126.000000328837","0.704049461145777","0.471265743543922","2652","0.422427696583842","0.357042043217821","1.28275567916507","0.15323672474656","0.683946491358973","0.53","11.60188867403","0.013","0.0238","0.0072","0.177","0.811","0.76","0.16","0.022","0.0049","0.0078","0.0042","0.079","0.19","0.666","0.76","0.032804","0.126971075708716","0.23714738813763","0.649529200260985","2.49859571871771","0.10856","0.0766172926578146","1.00557421323571",0.2075
